zip_code,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,PERCENT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,incident_address,borough,community_board,police_precinct,city_council_district,bbl,created_date,status,resolution_action,closed_date,x_coordinate,y_coordinate,latitude,longitude,census_tract,bin,nta,location
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,361 CANAL STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1002280003,2018-01-25T00:00:00,Open,Site downloaded for cleaning,,983109,201956,40.721000,-74.004116,  47  ,1002955,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.721', '-74.004116', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,358 BROOME STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004790035,2018-01-14T00:00:00,Open,Site downloaded for cleaning,,985512,201575,40.719954,-73.995447,  41  ,1007171,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.719954', '-73.995447', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,74 ELIZABETH STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1002397501,2018-01-25T00:00:00,Open,Site downloaded for cleaning,,985329,200836,40.717925,-73.996108,  41  ,1003115,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.717925', '-73.996108', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,371 CANAL STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1002280007,2018-01-25T00:00:00,Open,Site downloaded for cleaning,,983047,202013,40.721156,-74.004340,  47  ,1079558,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.721156', '-74.00434', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,305 CHURCH STREET,MANHATTAN,01 MANHATTAN,Precinct 1,01,1001940016,2018-02-28T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,983059,201428,40.719550,-74.004297,  33  ,1002295,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.71955', '-74.004297', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,217 CANAL STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1002060031,2018-01-25T00:00:00,Open,Site downloaded for cleaning,,984490,200663,40.717451,-73.999134,  41  ,1002661,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.717451', '-73.999134', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,448 BROADWAY,MANHATTAN,02 MANHATTAN,Precinct 5,01,1002320006,2018-01-21T00:00:00,Open,Site downloaded for cleaning,,983969,201741,40.720409,-74.001014,  45  ,1003029,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.720409', '-74.001014', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,45 MERCER STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1004740018,2018-02-15T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,983921,202165,40.721573,-74.001187,  47  ,1079899,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.721573', '-74.001187', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,73 LEONARD STREET,MANHATTAN,01 MANHATTAN,Precinct 1,01,1001740009,2018-01-25T00:00:00,Open,Site downloaded for cleaning,,982802,200656,40.717431,-74.005224,  33  ,1001889,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.717431', '-74.005224', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,325 SPRING STREET,MANHATTAN,02 MANHATTAN,Precinct 1,03,1005960092,2018-01-11T00:00:00,Open,Site downloaded for cleaning,,981653,203787,40.726025,-74.009370,  37  ,1010357,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.726025', '-74.00937', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,137 GRAND STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1002330010,2018-01-11T00:00:00,Open,Site downloaded for cleaning,,984354,201704,40.720308,-73.999625,  45  ,1003044,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.720308', '-73.999625', None, False]"
10013,8,1,0.13,7,0.88,0,0,8,100,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,8,100,0,0.0,8,1.0,0,0.0,0,0,8,100,1,0.13,7,0.88,0,0,8,100,345 CANAL STREET,MANHATTAN,02 MANHATTAN,Precinct 1,01,1002290004,2018-01-25T00:00:00,Open,Site downloaded for cleaning,,983262,201813,40.720607,-74.003564,  47  ,1002968,SoHo-TriBeCa-Civic Center-Little Italy,"[None, '40.720607', '-74.003564', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,154 7 AVENUE SOUTH,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006120029,2018-01-17T00:00:00,Open,Site downloaded for cleaning,,983723,207130,40.735201,-74.001902,  73  ,1010874,West Village,"[None, '40.735201', '-74.001902', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,206 VARICK STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005280021,2018-01-11T00:00:00,Open,Site downloaded for cleaning,,982782,204740,40.728641,-74.005297,  67  ,1008387,West Village,"[None, '40.728641', '-74.005297', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,305 6 AVENUE,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005890041,2018-01-31T00:00:00,Open,Site to be cleaned.,,983802,205499,40.730724,-74.001616,  67  ,1010081,West Village,"[None, '40.730724', '-74.001616', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,20 7 AVENUE SOUTH,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005820022,2018-02-10T00:00:00,Open,Site downloaded for cleaning,,982921,205289,40.730148,-74.004795,  67  ,1009762,West Village,"[None, '40.730148', '-74.004795', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,226 VARICK STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005280056,2018-02-22T00:00:00,Open,Site downloaded for cleaning,,982800,204921,40.729138,-74.005232,  67  ,1008402,West Village,"[None, '40.729138', '-74.005232', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,2 CHRISTOPHER STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005930013,2018-02-13T00:00:00,Open,Site downloaded for cleaning,,984317,206710,40.734048,-73.999758,  71  ,1010268,West Village,"[None, '40.734048', '-73.999758', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,160 WEST   10 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006100017,2018-02-10T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,983751,206844,40.734416,-74.001801,  73  ,1010668,West Village,"[None, '40.734416', '-74.001801', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,225 WAVERLY PLACE,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006130068,2018-02-10T00:00:00,Open,Mail returned / wrong address,,983738,207454,40.736090,-74.001848,  71  ,1010941,West Village,"[None, '40.73609', '-74.001848', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,215 WAVERLY PLACE,MANHATTAN,02 MANHATTAN,Precinct 6,03,,2018-02-10T00:00:00,Open,Property Research Required,,983789,207230,40.735475,-74.001663,  71  ,,West Village,"[None, '40.735475', '-74.001663', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,5 CARMINE STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005890043,2018-01-31T00:00:00,Open,Site to be cleaned.,,983706,205417,40.730499,-74.001963,  67  ,1076793,West Village,"[None, '40.730499', '-74.001963', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,76 CHRISTOPHER STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005910051,2018-01-29T00:00:00,Open,Site to be cleaned.,,983285,206515,40.733513,-74.003482,  73  ,1010199,West Village,"[None, '40.733513', '-74.003482', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,159 7 AVENUE SOUTH,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006120051,2018-02-10T00:00:00,Open,Site downloaded for cleaning,,983803,207299,40.735665,-74.001613,  71  ,1010884,West Village,"[None, '40.735665', '-74.001613', None, False]"
10014,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,46 BANK STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006140009,2018-01-25T00:00:00,Open,Site to be cleaned.,,983323,207743,40.736883,-74.003345,  77  ,1010948,West Village,"[None, '40.736883', '-74.003345', None, False]"
10016,17,12,0.71,5,0.29,0,0,17,100,0,0.0,9,0.53,0,0.0,0,0.0,0,0.0,8,0.47,0,0.0,0,0.0,17,100,0,0.0,17,1.0,0,0.0,0,0,17,100,9,0.53,8,0.47,0,0,17,100,251 EAST   39 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,04,1009200028,2018-03-08T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,991345,211892,40.748269,-73.974394,  88  ,1020378,Turtle Bay-East Midtown,"[None, '40.748269', '-73.974394', None, False]"
10016,17,12,0.71,5,0.29,0,0,17,100,0,0.0,9,0.53,0,0.0,0,0.0,0,0.0,8,0.47,0,0.0,0,0.0,17,100,0,0.0,17,1.0,0,0.0,0,0,17,100,9,0.53,8,0.47,0,0,17,100,12 EAST   37 STREET,MANHATTAN,05 MANHATTAN,Unspecified,04,1008660067,2018-03-04T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,989171,212500,40.749939,-73.982239,  82  ,1017188,Murray Hill-Kips Bay,"[None, '40.749939', '-73.982239', None, False]"
10016,17,12,0.71,5,0.29,0,0,17,100,0,0.0,9,0.53,0,0.0,0,0.0,0,0.0,8,0.47,0,0.0,0,0.0,17,100,0,0.0,17,1.0,0,0.0,0,0,17,100,9,0.53,8,0.47,0,0,17,100,145 LEXINGTON AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,02,1008857502,2018-01-22T00:00:00,Open,Site to be cleaned.,,989288,210157,40.743508,-73.981819,  72  ,1087927,Murray Hill-Kips Bay,"[None, '40.743508', '-73.981819', None, False]"
10016,17,12,0.71,5,0.29,0,0,17,100,0,0.0,9,0.53,0,0.0,0,0.0,0,0.0,8,0.47,0,0.0,0,0.0,17,100,0,0.0,17,1.0,0,0.0,0,0,17,100,9,0.53,8,0.47,0,0,17,100,182 LEXINGTON AVENUE,MANHATTAN,05 MANHATTAN,Unspecified,02,1008870022,2018-02-26T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,989512,210573,40.744650,-73.981010,  72  ,1018466,Murray Hill-Kips Bay,"[None, '40.74465', '-73.98101', None, False]"
10016,17,12,0.71,5,0.29,0,0,17,100,0,0.0,9,0.53,0,0.0,0,0.0,0,0.0,8,0.47,0,0.0,0,0.0,17,100,0,0.0,17,1.0,0,0.0,0,0,17,100,9,0.53,8,0.47,0,0,17,100,154 EAST   39 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,04,1008940051,2018-02-13T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,990670,212261,40.749282,-73.976829,  80  ,1019149,Murray Hill-Kips Bay,"[None, '40.749282', '-73.976829', None, False]"
10016,17,12,0.71,5,0.29,0,0,17,100,0,0.0,9,0.53,0,0.0,0,0.0,0,0.0,8,0.47,0,0.0,0,0.0,17,100,0,0.0,17,1.0,0,0.0,0,0,17,100,9,0.53,8,0.47,0,0,17,100,128 MADISON AVENUE,MANHATTAN,05 MANHATTAN,Unspecified,04,1008600064,2018-01-29T00:00:00,Open,Site to be cleaned.,,988542,210937,40.745649,-73.984511,  74  ,1016975,Midtown-Midtown South,"[None, '40.745649', '-73.984511', None, False]"
10017,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1 EAST   44 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,04,1012790001,2018-02-20T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,989877,214230,40.754687,-73.979690,  94  ,1035366,Midtown-Midtown South,"[None, '40.754687', '-73.97969', None, False]"
10017,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,41 EAST   44 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,04,1012790024,2018-02-20T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,990313,213986,40.754017,-73.978116,  94  ,1035372,Midtown-Midtown South,"[None, '40.754017', '-73.978116', None, False]"
10018,3,2,0.67,1,0.33,0,0,3,100,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100,1,0.33,2,0.67,0,0.0,0,0,3,100,0,0.0,3,1.0,0,0,3,100,400 WEST   37 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007340037,2018-02-27T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,985630,214462,40.755325,-73.995019, 111  ,1087624,Hudson Yards-Chelsea-Flatiron-Union Square,"[None, '40.755325', '-73.995019', None, False]"
10018,3,2,0.67,1,0.33,0,0,3,100,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100,1,0.33,2,0.67,0,0.0,0,0,3,100,0,0.0,3,1.0,0,0,3,100,130 WEST   37 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,03,1008120162,2018-02-26T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,987584,213379,40.752352,-73.987967, 109  ,1015252,Midtown-Midtown South,"[None, '40.752352', '-73.987967', None, False]"
10018,3,2,0.67,1,0.33,0,0,3,100,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100,1,0.33,2,0.67,0,0.0,0,0,3,100,0,0.0,3,1.0,0,0,3,100,53 WEST   36 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,04,1008380012,2018-02-19T00:00:00,Open,Site to be cleaned.,,988185,212758,40.750648,-73.985798,  84  ,1015922,Midtown-Midtown South,"[None, '40.750648', '-73.985798', None, False]"
10018,3,2,0.67,1,0.33,0,0,3,100,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100,1,0.33,2,0.67,0,0.0,0,0,3,100,0,0.0,3,1.0,0,0,3,100,1441 BROADWAY,MANHATTAN,05 MANHATTAN,Precinct 14,03,1009930055,2018-01-18T00:00:00,Open,Site downloaded for cleaning,,987920,214237,40.754707,-73.986753, 113  ,1022569,Midtown-Midtown South,"[None, '40.754707', '-73.986753', None, False]"
10018,3,2,0.67,1,0.33,0,0,3,100,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100,1,0.33,2,0.67,0,0.0,0,0,3,100,0,0.0,3,1.0,0,0,3,100,148 WEST   37 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,03,1008120069,2018-02-26T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,987509,213420,40.752465,-73.988237, 109  ,1015249,Midtown-Midtown South,"[None, '40.752465', '-73.988237', None, False]"
10018,3,2,0.67,1,0.33,0,0,3,100,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100,1,0.33,2,0.67,0,0.0,0,0,3,100,0,0.0,3,1.0,0,0,3,100,566 7 AVENUE,MANHATTAN,05 MANHATTAN,Precinct 14,03,1010120032,2018-01-23T00:00:00,Open,Site downloaded for cleaning,,987653,214347,40.755009,-73.987717, 113  ,1024648,Midtown-Midtown South,"[None, '40.755009', '-73.987717', None, False]"
10018,3,2,0.67,1,0.33,0,0,3,100,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,100,1,0.33,2,0.67,0,0.0,0,0,3,100,0,0.0,3,1.0,0,0,3,100,256 WEST   39 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,03,1007880073,2018-03-07T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,987048,214264,40.754782,-73.989901, 113  ,1014489,Midtown-Midtown South,"[None, '40.754782', '-73.989901', None, False]"
10019,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,441 WEST   56 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,03,1010660010,2018-01-31T00:00:00,Open,Site to be cleaned.,,987730,218997,40.767772,-73.987437, 139  ,1026862,Clinton,"[None, '40.767772', '-73.987437', None, False]"
10019,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,333 WEST   57 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,03,1010487504,2018-01-31T00:00:00,Open,Site to be cleaned.,,988697,218780,40.767176,-73.983946, 139  ,1082450,Clinton,"[None, '40.767176', '-73.983946', None, False]"
10019,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,426 WEST   55 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,03,1010640046,2018-01-31T00:00:00,Open,Site to be cleaned.,,987676,218722,40.767017,-73.987632, 139  ,1026800,Clinton,"[None, '40.767017', '-73.987632', None, False]"
10019,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,850 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 18,03,1010460001,2018-01-24T00:00:00,Open,Site downloaded for cleaning,,988002,218673,40.766883,-73.986455, 139  ,1025422,Clinton,"[None, '40.766883', '-73.986455', None, False]"
10021,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1364 YORK AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,05,1014840051,2018-01-22T00:00:00,Open,Site downloaded for cleaning,,997154,218826,40.767294,-73.953415, 124  ,1046273,Lenox Hill-Roosevelt Island,"[None, '40.767294', '-73.953415', None, False]"
10022,1,1,1.0,0,0.0,0,0,1,100,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100,0,0.0,1,1.0,0,0.0,0,0,1,100,0,0.0,1,1.0,0,0,1,100,131 EAST   60 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,04,1013950017,2018-02-15T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,993068,217279,40.763053,-73.968168, 11402,1041920,Upper East Side-Carnegie Hill,"[None, '40.763053', '-73.968168', None, False]"
10022,1,1,1.0,0,0.0,0,0,1,100,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100,0,0.0,1,1.0,0,0.0,0,0,1,100,0,0.0,1,1.0,0,0,1,100,321 EAST   60 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,05,1014350015,2018-03-09T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,994635,216413,40.760674,-73.962513, 110  ,1000000,Lenox Hill-Roosevelt Island,"[None, '40.760674', '-73.962513', None, False]"
10022,1,1,1.0,0,0.0,0,0,1,100,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100,0,0.0,1,1.0,0,0.0,0,0,1,100,0,0.0,1,1.0,0,0,1,100,313 EAST   60 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,05,1014350009,2018-03-09T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,994488,216497,40.760905,-73.963043, 110  ,1044198,Lenox Hill-Roosevelt Island,"[None, '40.760905', '-73.963043', None, False]"
10023,7,5,0.71,2,0.29,0,0,7,100,0,0.0,3,0.43,0,0.0,1,0.14,0,0.0,3,0.43,0,0.0,0,0.0,7,100,0,0.0,7,1.0,0,0.0,0,0,7,100,5,0.71,2,0.29,0,0,7,100,43 WEST   65 STREET,MANHATTAN,07 MANHATTAN,Precinct 20,06,1011180005,2018-03-11T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,989655,220659,40.772333,-73.980486, 149  ,1028160,Lincoln Square,"[None, '40.772333', '-73.980486', None, False]"
10023,7,5,0.71,2,0.29,0,0,7,100,0,0.0,3,0.43,0,0.0,1,0.14,0,0.0,3,0.43,0,0.0,0,0.0,7,100,0,0.0,7,1.0,0,0.0,0,0,7,100,5,0.71,2,0.29,0,0,7,100,15 WEST   65 STREET,MANHATTAN,07 MANHATTAN,Precinct 20,06,1011180014,2018-03-11T00:00:00,Open,Notice of Intent to Clean and Forever graffiti free form sent,,989815,220571,40.772091,-73.979908, 149  ,1028162,Lincoln Square,"[None, '40.772091', '-73.979908', None, False]"
